NID,EpiWeek,Count,Temp,Humidity,Precipitation
Loc_1,2020-01-05,30,22.233514047859554,79.91890126802835,1.2294866395427753
Loc_1,2020-01-12,37,22.80705626565957,79.26224460205668,2.5268558487621355
Loc_1,2020-01-19,39,19.778558913742458,76.99078883650522,0.08404284027347964
Loc_1,2020-01-26,33,24.15179435372558,76.28624930758586,2.5652044906609444
Loc_1,2020-02-02,31,24.910812401939925,76.54891912697514,2.461379906040917
Loc_1,2020-02-09,38,26.56405686437585,74.50745258080943,5.294865079901975
Loc_1,2020-02-16,44,28.892427677888346,78.84380204779985,2.881667624539678
Loc_1,2020-02-23,56,29.17245682234606,75.06347471918171,4.088786291322558
Loc_1,2020-03-01,48,30.926718648007014,78.4566849559789,3.9119223394229663
Loc_1,2020-03-08,53,32.12095761646228,71.39306224669124,5.41136522283537
Loc_1,2020-03-15,53,28.914891730769995,74.91648489409324,6.759475977917087
Loc_1,2020-03-22,50,33.75349930443244,74.59676477733247,6.413641502632741
Loc_1,2020-03-29,50,31.609502296957565,69.5109640840229,7.98377412857009
Loc_1,2020-04-05,59,36.79834528410487,67.19048114555802,8.198063080973569
Loc_1,2020-04-12,53,36.25807805851351,67.03857115117506,7.7645750320798586
Loc_1,2020-04-19,41,33.76570444743768,69.12289439812363,9.081170484328306
Loc_1,2020-04-26,46,34.242167484351725,64.92972047561165,7.632511880651586
Loc_1,2020-05-03,43,35.614661566804934,68.02179794581428,9.137704328250843
Loc_1,2020-05-10,42,38.43726927644242,65.66044842707475,9.536557678560225
Loc_1,2020-05-17,43,33.138657851577946,57.357259877009184,11.02226324451961
Loc_1,2020-05-24,46,36.14487095808348,66.85364370855679,10.812305134420132
Loc_1,2020-05-31,36,34.78832644195512,62.51380859326672,10.591061175370092
Loc_1,2020-06-07,39,31.399952478177877,58.878840361524595,7.749437823313251
Loc_1,2020-06-14,29,32.414582431144545,57.09669592565952,8.093878334592722
Loc_1,2020-06-21,38,32.666423257237554,61.04526612786067,12.1857745560532
Loc_1,2020-06-28,33,29.556028499533088,65.14745480963342,8.540233220571546
Loc_1,2020-07-05,29,30.796833329755856,62.1144736383777,8.981926828724017
Loc_1,2020-07-12,26,28.414221415859707,66.78367318576457,9.197928601774395
Loc_1,2020-07-19,25,25.811631207370194,65.11040347182404,8.038838032085593
Loc_1,2020-07-26,27,24.998809799282377,64.85758142848398,8.337624471239483
Loc_1,2020-08-02,14,21.856668398146258,64.58166613360744,7.460316438731965
Loc_1,2020-08-09,23,24.133670608900374,62.48991806228377,7.104042129974166
Loc_1,2020-08-16,17,21.377527045116103,58.778570379032836,5.9791902232486756
Loc_1,2020-08-23,13,20.37267449049216,65.64690726778227,6.086416738956716
Loc_1,2020-08-30,22,21.746491643560667,70.38515572264066,5.095075324600761
Loc_1,2020-09-06,21,20.26854396776462,67.47182195293242,4.7418070166253425
Loc_1,2020-09-13,15,16.582287091075067,63.31348444935463,6.3240711479812
Loc_1,2020-09-20,8,20.191168057270627,65.20696480369207,3.2221298861376115
Loc_1,2020-09-27,11,16.317192878117442,60.14117877841849,1.7827735608001174
Loc_1,2020-10-04,12,15.252748046581953,67.57475767241729,2.7412552885100903
Loc_1,2020-10-11,7,12.219194734919817,70.9690853570135,2.4190311636496746
Loc_1,2020-10-18,11,15.938987219197756,70.87323954836025,0.40876517057053874
Loc_1,2020-10-25,8,17.24199960329682,69.9967112501358,0.5313593099264431
Loc_1,2020-11-01,2,15.775965127863822,73.7350273005859,1.659009942338507
Loc_1,2020-11-08,9,18.215026179299688,79.04855199079437,1.3709494820788257
Loc_1,2020-11-15,11,15.373684214043244,77.97573694545203,0.0
Loc_1,2020-11-22,27,15.213097452913026,75.99588605227049,0.3434475081170097
Loc_1,2020-11-29,24,14.45678805681486,75.87874275463658,0.0
Loc_1,2020-12-06,17,18.903688075724467,76.88236904516639,0.4871053062951158
Loc_1,2020-12-13,23,17.028443810543724,78.48832135808131,0.3999150471577064
Loc_1,2020-12-20,25,18.243950923136964,83.05672315376518,1.3618529831498687
Loc_1,2020-12-27,28,21.021664690361746,79.20461364236233,0.0
Loc_1,2021-01-03,34,16.955111739969887,80.02862885915798,2.0383298317691816
Loc_1,2021-01-10,37,22.923489904126757,77.18907602954567,1.942068623325386
Loc_1,2021-01-17,39,17.670963838235195,84.14108358017936,1.082224461434293
Loc_1,2021-01-24,36,23.106315896601,80.00625598784539,2.1792385560165215
Loc_1,2021-01-31,39,28.155374321242746,75.27258184315417,3.082490534415535
Loc_1,2021-02-07,42,25.137571121675897,79.43885941111502,2.0944541301896047
Loc_1,2021-02-14,47,27.112019633255027,76.16044622418634,5.042056610608367
Loc_1,2021-02-21,53,28.820149076262123,77.20193841677481,5.347326543492832
Loc_1,2021-02-28,44,30.929360770984772,76.76422431300627,4.126044267622724
Loc_1,2021-03-07,51,29.651240232583664,74.82118022977627,6.734962867530399
Loc_1,2021-03-14,52,33.61291905056563,74.50674882202094,7.237821186542295
Loc_1,2021-03-21,51,30.88728683070671,75.60865704986416,7.966228521781993
Loc_1,2021-03-28,46,31.001646505536556,76.0175746601155,6.281452480890264
Loc_1,2021-04-04,48,37.789358310899985,73.56193997892038,6.46367065301991
Loc_1,2021-04-11,55,33.89121783656562,64.59049646516557,9.22735083549508
Loc_1,2021-04-18,49,33.82384684431449,68.97453412308828,8.952718774884879
Loc_1,2021-04-25,45,31.461461878447185,71.18252147066997,8.544754300904426
Loc_1,2021-05-02,45,36.47274379970765,61.82465076598974,8.546954402253405
Loc_1,2021-05-09,45,34.26417358031439,62.818894681797545,9.868873099161696
Loc_1,2021-05-16,50,37.30324404532175,63.07881298308368,11.021410437573415
Loc_1,2021-05-23,36,33.62598298962182,63.156591891429684,8.926868968283937
Loc_1,2021-05-30,45,32.68105678482621,62.41472841250061,8.81556261563309
Loc_1,2021-06-06,42,31.239616109419057,61.36104156625857,10.55974996489553
Loc_1,2021-06-13,42,32.553808001296865,63.4037875961182,7.757203103983999
Loc_1,2021-06-20,24,29.261916278728304,60.71555567546737,11.854108811954827
Loc_1,2021-06-27,29,29.82417500262175,55.52578597433496,11.180859139158251
Loc_1,2021-07-04,33,31.147037902116296,64.42168342503275,10.208234357050763
Loc_1,2021-07-11,26,28.054087672399685,66.1641144997723,10.619249467322435
Loc_1,2021-07-18,20,31.433998025091135,60.872310362817494,9.341692167341979
Loc_1,2021-07-25,16,28.892077385083997,62.345524465260404,6.777718910679543
Loc_1,2021-08-01,21,21.305014659855644,60.13455464356658,7.71702757123944
Loc_1,2021-08-08,23,24.90277192713216,63.49779361280506,8.620586294758583
Loc_1,2021-08-15,23,30.34099481293245,62.87891013854976,5.0236411662022675
Loc_1,2021-08-22,16,24.198376699314863,68.55480001152844,5.0357745577471915
Loc_1,2021-08-29,15,19.829603341654295,61.61378135451142,5.4701734136762905
Loc_1,2021-09-05,17,16.422811445362502,67.66987585925828,4.757748077133852
Loc_1,2021-09-12,6,18.421677118224366,66.85685332175834,4.459645943322919
Loc_1,2021-09-19,14,20.60160278693691,66.23927109447393,3.0660247365319604
Loc_1,2021-09-26,8,20.602407475907896,70.33815981243588,3.0645342376379605
Loc_1,2021-10-03,11,15.743118233108914,71.36598795255613,5.191826615035724
Loc_1,2021-10-10,3,18.141981312807758,76.88583077634172,2.962311649687153
Loc_1,2021-10-17,12,15.985848583817578,73.21476975045103,0.7735698281188534
Loc_1,2021-10-24,12,17.393414913106362,69.74607138030609,2.7517865531956547
Loc_1,2021-10-31,10,15.849349456828184,75.49433858951437,2.1743869801973865
Loc_1,2021-11-07,6,13.633733111370706,75.06001692068102,0.5271730438247774
Loc_1,2021-11-14,17,14.245217576566723,80.5056927700676,0.0
Loc_1,2021-11-21,13,17.164445653280843,79.39985916914628,0.6822389532118972
Loc_1,2021-11-28,17,19.15792519713266,83.18149766043278,0.0
Loc_2,2020-01-05,27,23.46983363538301,76.97651089162008,0.19399356704219972
Loc_2,2020-01-12,32,18.411559230118613,75.28288697806288,0.9363641480193516
Loc_2,2020-01-19,36,21.514830112502146,84.31529233996623,1.4977648675958588
Loc_2,2020-01-26,25,26.509208134083913,76.33221996349755,1.1007134104524634
Loc_2,2020-02-02,34,26.29431750073229,81.64148684654558,4.040627891531489
Loc_2,2020-02-09,39,26.82022111854646,82.42356004704219,2.6842482096544504
Loc_2,2020-02-16,37,25.27070680947175,74.4779217409722,4.995132892689762
Loc_2,2020-02-23,43,27.877671079610728,80.09418638949612,3.2555292580599615
Loc_2,2020-03-01,47,27.031845458310613,77.26528269623437,4.169130112234355
Loc_2,2020-03-08,42,29.393943878613566,72.88971140922702,4.816295611369661
Loc_2,2020-03-15,46,32.412735913149234,75.37760441154623,6.966301215603914
Loc_2,2020-03-22,50,33.42308773686781,72.78672606835687,7.989563574510877
Loc_2,2020-03-29,51,32.87763847368761,72.25225458010966,7.071608387402576
Loc_2,2020-04-05,54,35.85417351223605,70.00458774967986,8.771901632598269
Loc_2,2020-04-12,49,32.847544460263265,66.86559859684778,10.444945785133633
Loc_2,2020-04-19,41,35.30873895524584,68.35036556414616,7.104540659389795
Loc_2,2020-04-26,44,35.304833130582665,68.03753498209146,9.214047264509675
Loc_2,2020-05-03,46,35.915312687797076,64.19354865521096,9.541370803712585
Loc_2,2020-05-10,42,34.132313514151264,60.452794192683044,10.097879004327552
Loc_2,2020-05-17,42,33.080813844544764,59.87688789626333,9.772787918102932
